0,1
.,O
Permohonan,O
dari,O
rumah,O
sakit,O
akan,O
diperiksa,O
terlebih,O
dahulu,O
apakah,O
merupakan,O
tipe,O
A,O
atau,O
B,O
serta,O
tenaga,O
kerja,O
asing,O
yang,O
dipekerjakan,O
benar-benar,O
merupakan,O
tenaga,O
ahli,O
yang,O
tidak,O
dimiliki,O
di,O
dalam,O
negeri,O
.,O
"\""",O
Tenaga,O
kesehatan,O
asing,O
bisa,O
saja,O
ditempatkan,O
di,O
daerah,O
tapi,O
tergantung,O
tipe,O
rumah,O
sakitnya,O
",",O
tipe,O
A,O
atau,O
B,O
.,O
Selain,O
itu,O
tidak,O
boleh,O
",",O
"\""",O
kata,O
Tritarayati,U-PERSON
.,O
Tenaga,O
kesehatan,O
asing,O
yang,O
akan,O
bekerja,O
di,O
Indonesia,U-LOCATION
harus,O
mengantongi,O
Surat,O
Tanda,O
Registrasi,O
(,O
STR,O
),O
yang,O
dikeluarkan,O
oleh,O
Konsil,O
Kedokteran,O
untuk,O
dokter,O
atau,O
perawat,O
yang,O
dikeluarkan,O
oleh,O
Majelis,O
Tenaga,O
Kesehatan,O
Indonesia,O
.,O
Namun,O
selain,O
memperketat,O
masuknya,O
tenaga,O
kesehatan,O
asing,O
ke,O
Indonesia,U-LOCATION
",",O
Tritarayati,U-PERSON
mengatakan,O
Kementerian,O
Kesehatan,O
juga,O
memperketat,O
pengiriman,O
tenaga,O
kesehatan,O
ke,O
luar,O
negeri,O
.,O
Hal,O
itu,O
terutama,O
karena,O
diharapkan,O
tenaga,O
kerja,O
lokal,O
dapat,O
mengisi,O
kebutuhan,O
tenaga,O
kesehatan,O
dalam,O
negeri,O
terlebih,O
dahulu,O
sebelum,O
mencari,O
pekerjaan,O
di,O
luar,O
negeri,O
.,O
"\""",O
Seperti,O
di,O
Qatar,U-LOCATION
",",O
mereka,O
berani,O
bayar,O
perawat,O
kita,O
hingga,O
Rp,B-QUANTITY
40,I-QUANTITY
-,I-QUANTITY
50,I-QUANTITY
juta,I-QUANTITY
perbulan,L-QUANTITY
tapi,O
kita,O
perketat,O
juga,O
karena,O
kebutuhan,O
dalam,O
negeri,O
kita,O
juga,O
kurang,O
",",O
"\""",O
ujarnya,O
.,O
Satu,B-QUANTITY
letusan,I-QUANTITY
kecil,L-QUANTITY
terjadi,O
di,O
gletser,B-LOCATION
Dyungjujokull,I-LOCATION
Islandia,L-LOCATION
",",O
mendorong,O
pihak,O
berwenang,O
meningkatkan,O
kode,O
peringatan,O
penerbangan,O
menjadi,O
merah,O
",",O
tingkat,O
tertinggi,O
",",O
demikian,O
dikatakan,O
Kantor,O
Meteorologi,O
Islandia,U-LOCATION
",",O
Minggu,B-TIME
(,I-TIME
24,I-TIME
/,I-TIME
8,I-TIME
),L-TIME
.,O
Daerah,O
itu,O
",",O
di,O
tengah,O
negara,O
pulau,O
Atlantik,B-LOCATION
Utara,L-LOCATION
itu,O
telah,O
dikosongkan,O
akibat,O
beberapa,O
hari,O
kegiatan,O
seismik,O
yang,O
meningkat,O
di,O
sana,O
.,O
"\""",O
Diperkirakan,O
satu,O
letusan,O
lahar,O
mulai,O
berlangsung,O
di,O
bawah,O
gletser,B-LOCATION
Dyinghuhokull,L-LOCATION
",",O
"\""",O
kata,O
Kantor,O
Meteorologi,O
Islandia,U-LOCATION
.,O
"\""",O
Kode,O
warna,O
penerbangan,O
bagi,O
gunung,O
berapi,O
Bardarbunga,O
berubah,O
dari,O
oranye,O
menjadi,O
merah,O
.,O
"\""",O
Abu,O
dari,O
letusan,O
gunung,O
berapi,O
Eyjafjallajokull,U-LOCATION
tahun,O
2010,U-TIME
menutupi,O
banyak,O
wilayah,O
udara,O
Eropa,U-LOCATION
selama,O
enam,B-QUANTITY
hari,L-QUANTITY
.,O
Kode,O
merah,O
menunjukkan,O
bahwa,O
satu,O
letusan,O
akan,O
segera,O
terjadi,O
atau,O
sedang,O
mengeluarkan,O
mungkin,O
emisi,O
abu,O
.,O
Badan,O
penerbangan,O
yang,O
berpusat,O
di,O
Brussels,B-LOCATION
Eurocontrol,L-LOCATION
mengatakan,O
gunung,O
itu,O
akan,O
segera,O
meletus,O
.,O
Volcanic,B-ORGANIZATION
Ash,I-ORGANIZATION
Advisory,I-ORGANIZATION
Centre,L-ORGANIZATION
di,O
London,U-LOCATION
akan,O
mengeluarkan,O
satu,O
prakiraan,O
reguler,O
tentang,O
tingkat,O
abu,O
vulkanik,O
di,O
atmosfir,O
.,O
Berdasarkan,O
prakiraan,O
ini,O
",",O
badan,O
penerbangan,O
sipil,O
mungkin,O
mengeluarkan,O
satu,O
peringatan,O
tetapi,O
adalah,O
tanggung,O
jawab,O
maskapai,O
-,O
maskapai,O
penerbangan,O
apakah,O
mereka,O
akan,O
beroperasi,O
dan,O
bangaimana,O
mereka,O
akan,O
menyesuaikan,O
jadwal,O
penerbangan,O
mereka,O
",",O
kata,O
Eurocontrol,U-PERSON
.,O
Masyarakat,O
dengan,O
tingkat,O
"\""",O
melek,O
"\""",O
atau,O
literasi,O
keuangan,O
yang,O
baik,O
merupakan,O
modal,O
berharga,O
untuk,O
bersaing,O
dengan,O
negara-negara,O
kawasan,O
dan,O
global,O
dalam,O
menciptakan,O
penyediaan,O
dan,O
pemerataan,O
akses,O
keuangan,O
inklusif,O
.,O
Hal,O
itu,O
dikemukakan,O
Deputi,O
Komisioner,O
Otoritas,B-ORGANIZATION
Jasa,I-ORGANIZATION
Keuangan,I-ORGANIZATION
(,I-ORGANIZATION
OJK,I-ORGANIZATION
),L-ORGANIZATION
Bidang,O
Edukasi,O
dan,O
Perlindungan,O
Konsumen,O
Sri,B-PERSON
Rahayu,I-PERSON
Widodo,L-PERSON
di,O
Bandung,U-LOCATION
",",O
Sabtu,U-TIME
.,O
"\""",O
Edukasi,O
(,O
jasa,O
keuangan,O
),O
merupakan,O
investasi,O
.,O
Tingkat,O
',O
melek,O
',O
masyarakat,O
Indonesia,U-LOCATION
memang,O
masih,O
rendah,O
tapi,O
akhir,O
tahun,O
dapat,O
tumbuh,O
signifikan,O
dengan,O
dibukanya,O
kantor,O
-,O
kantor,O
OJK,U-ORGANIZATION
di,O
beberapa,O
daerah,O
",",O
"\""",O
kata,O
Sri,U-PERSON
.,O
Saat,O
ini,O
",",O
berdasarkan,O
survei,O
OJK,U-ORGANIZATION
pada,O
2013,U-TIME
tingkat,O
literasi,O
keuangan,O
masyarakat,O
Indonesia,U-LOCATION
masih,O
rendah,O
yakni,O
"21,8",B-QUANTITY
persen,L-QUANTITY
.,O
Angka,O
itu,O
jauh,O
di,O
bawah,O
negara-negara,O
lain,O
di,O
Asia,B-LOCATION
Tenggara,L-LOCATION
seperti,O
Singapura,U-LOCATION
90,B-QUANTITY
persen,L-QUANTITY
",",O
Malaysia,U-LOCATION
(,B-QUANTITY
60,I-QUANTITY
-,I-QUANTITY
70,I-QUANTITY
persen,I-QUANTITY
),L-QUANTITY
dan,O
Filipina,U-LOCATION
(,B-QUANTITY
30,I-QUANTITY
persen,I-QUANTITY
),L-QUANTITY
.,O
"\""",O
Pelaku,O
usaha,O
jasa,O
keuangan,O
punya,O
tanggung,O
jawab,O
untuk,O
tingkatkan,O
literasi,O
keuangan,O
",",O
"\""",O
kata,O
Sri,U-PERSON
",",O
mengomentari,O
hasil,O
survei,O
OJK,U-ORGANIZATION
di,O
2014,U-TIME
yang,O
menyebutkan,O
hanya,O
segelintir,O
pelaku,O
usaha,O
jasa,O
keuangan,O
yang,O
siap,O
mengedukasi,O
.,O
Menurutnya,O
",",O
pelaku,O
usaha,O
jasa,O
keuangan,O
hanya,O
melakukan,O
literasi,O
secara,O
situasional,O
dan,O
pada,O
umumnya,O
tidak,O
memiliki,O
komitmen,O
anggaran,O
.,O
Padahal,O
",",O
literasi,O
masyarakat,O
juga,O
akan,O
berpengaruh,O
terhadap,O
perlindungan,O
konsumen,O
soal,O
produk,O
dan,O
jasa,O
keuangan,O
.,O
"\""",O
Ini,O
sangat,O
berkaitan,O
dengan,O
kualitas,O
perlindungan,O
konsumen,O
terhadap,O
produk,O
jasa,O
keuangan,O
itu,O
",",O
"\""",O
ujar,O
dia,O
.,O
OJK,U-ORGANIZATION
saat,O
ini,O
",",O
kata,O
Sri,U-PERSON
",",O
masih,O
melakukan,O
survei,O
untuk,O
mengukur,O
tingkat,O
literasi,O
keuangan,O
masyarakat,O
pada,O
2014,U-TIME
.,O
Dia,O
berharap,O
pembukaan,O
kantor,O
cabang,O
OJK,U-ORGANIZATION
di,O
beberapa,O
daerah,O
dapat,O
membantu,O
untuk,O
meningkatkan,O
tingkat,O
literasi,O
pada,O
masyarakat,O
.,O
Pada,O
kesempatan,O
yang,O
sama,O
",",O
Staf,O
Departemen,O
Kebijakan,O
Pengaturan,O
Sistem,O
Pembayaran,O
Bank,O
Indonesia,U-LOCATION
Mutiara,B-PERSON
Sibarani,L-PERSON
mengatakan,O
rendahnya,O
tingkat,O
literasi,O
jasa,O
keuangan,O
juga,O
menunjukkan,O
banyak,O
masyarakat,O
yang,O
tidak,O
teliti,O
dan,O
cermat,O
dalam,O
mengenali,O
produk,O
jasa,O
keuangan,O
",",O
seperti,O
kartu,O
kredit,O
.,O
"\""",O
Banyak,O
orang,O
yang,O
pesan,O
kartu,O
kredit,O
",",O
tapi,O
tidak,O
baca,O
syarat,O
dan,O
ketentuannya,O
.,O
Rahasia,O
pribadi,O
dalam,O
kartu,O
kredit,O
itu,O
juga,O
mudah,O
berpindah,O
tangan,O
",",O
padahal,O
itu,O
sangat,O
personal,O
",",O
"\""",O
ujar,O
dia,O
.,O
Juru,O
Bicara,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
Rachlan,B-PERSON
Nasidik,L-PERSON
mengatakan,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
memilih,O
sikap,O
independen,O
dan,O
menjadi,O
kekuatan,O
penyeimbang,O
bagi,O
pemerintahan,O
mendatang,O
.,O
"\""",O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
memilih,O
posisi,O
berada,O
di,O
luar,O
pemerintahan,O
tapi,O
juga,O
berada,O
di,O
luar,O
koalisi,O
merah,O
putih,O
yang,O
mendukung,O
pasangan,O
Prabowo,B-PERSON
-,I-PERSON
Hatta,L-PERSON
",",O
"\""",O
kata,O
Rachlan,B-PERSON
Nasidik,L-PERSON
usai,O
diskusi,O
"\""",O
Spirit,O
Demokrat,O
"\""",O
di,O
Jakarta,U-LOCATION
",",O
Jumat,U-TIME
.,O
Menurut,O
Rachlan,U-PERSON
",",O
rumors,O
yang,O
menyebut,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
akan,O
bergabung,O
dengan,O
koalisi,O
partai,O
politik,O
pengusung,O
pasangan,O
calon,O
presiden,O
dan,O
calon,O
wakil,O
presiden,O
terpilih,O
Joko,B-PERSON
Widodo,L-PERSON
dan,O
Jusuf,B-PERSON
Kalla,L-PERSON
tidak,O
benar,O
dan,O
tidak,O
jelas,O
sumbernya,O
dari,O
mana,O
.,O
Sekretaris,O
Departemen,O
Pemajuan,O
dan,O
Perlindungan,O
HAM,O
DPP,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
ini,O
menegaskan,O
bahwa,O
rumors,O
itu,O
bukan,O
berasal,O
dari,O
kader-kader,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
.,O
Kader-kader,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
",",O
kata,O
dia,O
",",O
mendukung,O
sikap,O
Ketua,O
Umum,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
Susilo,B-PERSON
Bambang,I-PERSON
Yushoyono,L-PERSON
yang,O
memilih,O
bersikap,O
independen,O
.,O
"\""",O
Pak,O
SBY,U-PERSON
juga,O
pernah,O
mengatakan,O
",",O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
tidak,O
memiliki,O
ambisi,O
untuk,O
mendapat,O
jabatan,O
politik,O
tertentu,O
",",O
"\""",O
katanya,O
.,O
Rachlan,U-PERSON
juga,O
menegaskan,O
",",O
kalaupun,O
ada,O
komunikasi,O
antara,O
Ketua,O
Harian,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
Syarif,B-PERSON
Hasan,L-PERSON
dengan,O
calon,O
presiden,O
terpilih,O
Joko,B-PERSON
Widodo,L-PERSON
",",O
hal,O
itu,O
adalah,O
komunikasi,O
pribadi,O
dan,O
berada,O
di,O
luar,O
dari,O
garis,O
kebijakan,O
partai,O
.,O
"\""",O
Kami,O
memilih,O
mengikuti,O
garis,O
kebijakan,O
ketua,O
umum,O
dari,O
kebijakan,O
ketua,O
harian,O
",",O
"\""",O
lajutnya,O
.,O
Menurut,O
Rachlan,U-PERSON
",",O
secara,O
etika,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
yang,O
kalah,O
dalam,O
pemilu,O
legislatif,O
dan,O
tidak,O
mengusung,O
calon,O
presiden,O
",",O
akan,O
berada,O
di,O
luar,O
pemerintahan,O
.,O
Posisi,O
di,O
luar,O
pemerintahan,O
yang,O
independen,O
dan,O
konstruktif,O
",",O
kata,O
dia,O
",",O
akan,O
menegaskan,O
jatidiri,O
dan,O
jiwa,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
sebagai,O
partai,O
politik,O
modern,O
",",O
profesional,O
",",O
dan,O
berdedikasi,O
pada,O
rakyat,O
.,O
Sementara,O
itu,O
",",O
Ketua,O
Umum,O
Angkatan,O
Muda,O
Demokrat,O
Boyke,B-PERSON
Novrison,L-PERSON
yang,O
juga,O
Anggota,O
Badan,O
Pengurus,O
Harian,O
DPP,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
menambahkan,O
",",O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
tidak,O
pernah,O
mengajarkan,O
kadernya,O
menjadi,O
avonturir,O
politik,O
.,O
Menurut,O
dia,O
",",O
kader,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
akan,O
taat,O
azaz,O
pada,O
perintah,O
ketua,O
umum,O
yang,O
telah,O
menegaskan,O
",",O
sikap,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
pada,O
periode,O
2014,B-TIME
-,I-TIME
2019,L-TIME
akan,O
melakukan,O
pembenahan,O
internal,O
.,O
Presiden,O
Susilo,B-PERSON
Bambang,I-PERSON
Yudhoyono,L-PERSON
membantah,O
pandangan,O
yang,O
menilai,O
adanya,O
upaya,O
dirinya,O
mencampuri,O
urusan,O
Presiden,O
terpilih,O
Joko,B-PERSON
Widodo,L-PERSON
dalam,O
menyusun,O
pemerintahan,O
.,O
"\""",O
Hari,O
ini,O
saya,O
menerima,O
sejumlah,O
pesan,O
yang,O
bernada,O
negatif,O
.,O
Saya,O
tahu,O
hal,O
ini,O
juga,O
beredar,O
di,O
sejumlah,O
kalangan,O
",",O
"\""",O
kata,O
Presiden,O
Yudhoyono,U-PERSON
dalam,O
akun,O
twitter,O
pribadinya,O
@,O
SBYudhoyono,O
yang,O
dipantau,O
Antara,O
di,O
Manokwari,U-LOCATION
",",O
Papua,B-LOCATION
Barat,L-LOCATION
",",O
Jumat,B-TIME
pagi,L-TIME
.,O
Menurut,O
Yudhoyono,U-PERSON
",",O
pesan,O
itu,O
mengatakan,O
SBY,U-PERSON
dan,O
PD,U-ORGANIZATION
jangan,O
"\""",O
ngrecoki,O
"\""",O
Jokowi,U-PERSON
.,O
"\""",O
Artinya,O
SBY,U-PERSON
jangan,O
menganggu,O
atau,O
mengatur,O
-,O
atur,O
Jokowi,U-PERSON
.,O
Saya,O
tidak,O
paham,O
yang,O
dimaksud,O
dengan,O
"\""",O
ngrecoki,O
"\""",O
itu,O
.,O
Tidak,O
ada,O
niat,O
dan,O
pikiran,O
sedikitpun,O
untuk,O
menganggu,O
Pak,O
Jokowi,U-PERSON
",",O
"\""",O
katanya,O
.,O
Kepala,O
Negara,O
mengatakan,O
saat,O
menyampaikan,O
pidato,O
kenegaraan,O
pada,O
15,B-TIME
Agustus,I-TIME
lalu,L-TIME
",",O
disampaikannya,O
bahwa,O
secara,O
moral,O
sebagai,O
Presiden,O
yang,O
akan,O
mengakhiri,O
masa,O
jabatan,O
akan,O
membantu,O
Presiden,O
baru,O
.,O
"\""",O
Saya,O
dengan,O
senang,O
hati,O
membantu,O
jika,O
memang,O
dikehendaki,O
.,O
Jadi,O
terserah,O
kepada,O
Presiden,O
baru,O
.,O
Tidak,O
ada,O
pikiran,O
buruk,O
dari,O
saya,O
",",O
"\""",O
tegasnya,O
.,O
Ditambahkannya,O
",",O
"\""",O
Ketika,O
saya,O
ingin,O
ikut,O
menyukseskan,O
transisi,O
antara,O
saya,O
dengan,O
Presiden,O
terpilih,O
itu,O
juga,O
niat,O
baik,O
saya,O
agar,O
ketika,O
dilantik,O
jauh,O
lebih,O
siap,O
"\""",O
.,O
"\""",O
Namun,O
ternyata,O
ada,O
yang,O
tidak,O
menghendaki,O
hal-hal,O
baik,O
itu,O
terjadi,O
.,O
Tentu,O
saya,O
harus,O
menghormati,O
.,O
Naluri,O
politik,O
saya,O
jadi,O
bekerja,O
",",O
"\""",O
ucapnya,O
dalam,O
tweet,O
itu,O
.,O
"\""",O
Atau,O
barangkali,O
ada,O
yang,O
menganggap,O
SBY,U-PERSON
dan,O
PD,U-ORGANIZATION
menginginkan,O
posisi,O
politik,O
tertentu,O
jika,O
Pak,O
Jokowi,U-PERSON
menjadi,O
presiden,O
pada,O
lima,O
tahun,O
mendatang,O
",",O
"\""",O
katanya,O
.,O
"\""",O
Dengan,O
tegas,O
saya,O
katakan,O
tidak,O
ada,O
niat,O
dan,O
ambisi,O
seperti,O
itu,O
.,O
PD,O
akan,O
independen,O
dan,O
menjadi,O
penyeimbang,O
.,O
Kami,O
tidak,O
haus,O
kekuasaan,O
",",O
"\""",O
tegasnya,O
.,O
Presiden,O
Yudhoyono,U-PERSON
yang,O
juga,O
Ketua,O
Umum,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
mengatakan,O
pada,O
lima,O
tahun,O
mendatang,O
PD,U-ORGANIZATION
akan,O
berbenah,O
dan,O
membangun,O
diri,O
serta,O
lebih,O
menyuarakan,O
dan,O
memperjuangkan,O
aspirasi,O
dan,O
kepentingan,O
rakyat,O
.,O
"\""",O
Sejumlah,O
kader,O
PD,U-ORGANIZATION
dilobi,O
untuk,O
bergabung,O
ke,O
kubu,O
politik,O
tertentu,O
.,O
Kami,O
katakan,O
tidak,O
.,O
Jadi,O
tidak,O
ada,O
istilah,O
ngrecoki,O
.,O
Jangan,O
dibalik,O
",",O
"\""",O
tegasnya,O
.,O
Pesawat,O
tempur,O
tak,O
dikenal,O
menyerang,O
beberapa,O
target,O
di,O
ibukota,O
Libya,U-LOCATION
",",O
Tripoli,U-LOCATION
",",O
Minggu,B-TIME
(,I-TIME
24,I-TIME
/,I-TIME
8,I-TIME
),L-TIME
",",O
demikian,O
dikatakan,O
sejumlah,O
warga,O
",",O
beberapa,O
jam,O
setelah,O
pasukan,O
dari,O
kota,O
Misrata,U-LOCATION
mengatakan,O
mereka,O
telah,O
merebut,O
bandara,O
utama,O
.,O
Warga,O
Tripoli,U-LOCATION
mendengar,O
suara,O
jet,O
yang,O
diikuti,O
ledakan,O
pada,O
fajar,O
namun,O
tidak,O
ada,O
rincian,O
lain,O
yang,O
dilaporkan,O
.,O
Dalam,O
beberapa,O
pekan,O
terakhir,O
Libya,U-LOCATION
telah,O
menghadapi,O
pertempuran,O
sengit,O
sejak,O
kampanye,O
yang,O
didukung,O
NATO,O
untuk,O
menggulingkan,O
Moammar,B-PERSON
Khadafi,L-PERSON
pada,O
2011,U-TIME
.,O
Jenderal,O
pembelot,O
Khalifa,B-PERSON
Haftar,L-PERSON
telah,O
menyatakan,O
perang,O
terhadap,O
pasukan,O
yang,O
condong,O
terhadap,O
kelompok,O
Islam,O
",",O
bagian,O
dari,O
meningkatnya,O
anarki,O
di,O
negara,O
penghasil,O
minyak,O
tersebut,O
.,O
Pasukannya,O
menyatakan,O
bertanggung,O
jawab,O
atas,O
serangan,O
udara,O
di,O
Tripoli,U-LOCATION
",",O
Sabtu,U-TIME
dan,O
Minggu,U-TIME
lalu,O
",",O
menargetkan,O
satu,O
kelompok,O
yang,O
disebut,O
Operasi,O
Fajar,O
.,O
Namun,O
kelompok,O
ini,O
",",O
yang,O
terdiri,O
atas,O
sebagian,O
besar,O
pejuang,O
dari,O
Misrata,U-LOCATION
",",O
menyatakan,O
bahwa,O
pihaknya,O
telah,O
merebut,O
bandara,O
utara,O
Tripoli,U-LOCATION
dari,O
faksi,O
saingannya,O
dari,O
Zintan,U-LOCATION
di,O
Libya,B-LOCATION
Barat,L-LOCATION
.,O
Dalam,O
kampanye,O
untuk,O
menggulingkan,O
Khadafi,U-PERSON
",",O
para,O
pejuang,O
dari,O
Zintan,U-LOCATION
dan,O
Misrata,U-LOCATION
saling,O
bahu,O
membahu,O
.,O
Namun,O
mereka,O
kemudian,O
berpisah,O
dan,O
tahun,O
ini,O
telah,O
mengubah,O
sebagian,O
kota,O
Tripoli,U-LOCATION
menjadi,O
medan,O
perang,O
.,O
Negara,O
tetangga,O
dan,O
Barat,O
khawatir,O
Libya,U-LOCATION
akan,O
berubah,O
menjadi,O
satu,O
negara,O
gagal,O
saat,O
pemerintah,O
yang,O
lemah,O
tidak,O
dapat,O
mengendalikan,O
sejumlah,O
faksi,O
bersenjata,O
.,O
Libya,U-LOCATION
menghadapi,O
kemungkinan,O
dua,O
parlemen,O
yang,O
saling,O
bersaing,O
.,O
Dalam,O
satu,O
tantangan,O
kepada,O
parlemen,O
yang,O
terpilih,O
pada,O
25,B-TIME
Juni,L-TIME
",",O
seorang,O
juru,O
bicara,O
untuk,O
Operasi,O
Fajar,O
menyerukan,O
kepada,O
Kongres,O
Nasional,O
Umum,O
(,O
GNC,O
),O
yang,O
lama,O
untuk,O
duduk,O
kembali,O
.,O
Pasukan,O
Misrata,U-LOCATION
telah,O
menolak,O
Dewan,O
Perwakilan,O
Rakyat,O
yang,O
baru,O
",",O
dengan,O
kampanye,O
kelompok,O
liberal,O
dan,O
pengacara,O
untuk,O
sistem,O
federal,O
menunjukkan,O
sinyal,O
kuat,O
.,O
Kementerian,O
Sosial,O
mengajak,O
Himpunan,B-ORGANIZATION
Mahasiswa,I-ORGANIZATION
Islam,I-ORGANIZATION
(,I-ORGANIZATION
HMI,I-ORGANIZATION
),L-ORGANIZATION
dan,O
aliansi,O
mahasiswa,O
untuk,O
bersama-sama,O
dengan,O
pemerintah,O
mengatasi,O
masalah,O
sosial,O
",",O
termasuk,O
terkait,O
terjadinya,O
pertikaian,O
dan,O
adanya,O
perbedaan,O
.,O
"\""",O
Saatnya,O
berkarya,O
",",O
enyahkan,O
pertikaian,O
dan,O
perbedaan,O
.,O
Konflik,O
secara,O
keilmuan,O
dibenarkan,O
",",O
tetapi,O
konflik,O
yang,O
dikelola,O
dengan,O
baik,O
akan,O
melahirkan,O
produk,O
unggulan,O
kebanggaan,O
bangsa,O
",",O
"\""",O
kata,O
Menteri,O
Sosial,O
Salim,B-PERSON
Segaf,I-PERSON
Al,I-PERSON
Jufri,L-PERSON
di,O
Jakarta,U-LOCATION
",",O
Jumat,U-TIME
.,O
Sebelumnya,O
Mensos,O
menerima,O
kunjungan,O
PB,B-ORGANIZATION
HMI,L-ORGANIZATION
dan,O
komponen,O
aliansi,O
mahasiswa,O
se,O
-,O
Indonesia,O
di,O
Kantor,B-LOCATION
Kementerian,I-LOCATION
Sosial,I-LOCATION
(,I-LOCATION
Kemensos,I-LOCATION
),L-LOCATION
",",O
di,O
Salemba,U-LOCATION
",",O
Jakarta,U-LOCATION
.,O
Peran,O
mahasiswa,O
adalah,O
agen,O
perubahan,O
untuk,O
membwa,O
Indonesia,O
maju,O
dan,O
sejahtera,O
.,O
Untuk,O
menggapai,O
tersebut,O
",",O
harus,O
mengisi,O
waktu,O
dengan,O
aktivitas,O
produktif,O
.,O
Mahasiswa,O
dengan,O
berbagai,O
komponen,O
organisasi,O
yang,O
melekat,O
di,O
dalamnya,O
bisa,O
berkontribusi,O
untuk,O
mendukung,O
kesejahteraan,O
sosial,O
sebagai,O
Potensi,O
Sumber,O
Kesejahteraan,O
Sosial,O
(,O
PSKS,O
),O
.,O
"\""",O
Para,O
mahasiswa,O
adalah,O
individu,O
-,O
individu,O
yang,O
terdidik,O
dan,O
berpengetahuan,O
",",O
"\""",O
kata,O
Mensos,O
.,O
Di,O
Indonesia,U-LOCATION
",",O
permasalahan,O
sosial,O
relatif,O
masih,O
tinggi,O
.,O
Setidaknya,O
ada,O
"2,3",B-QUANTITY
juta,I-QUANTITY
rumah,I-QUANTITY
tidak,I-QUANTITY
layak,I-QUANTITY
huni,L-QUANTITY
",",O
delapan,O
juta,O
penyandang,O
cacat,O
(,B-QUANTITY
"1,8",I-QUANTITY
juta,I-QUANTITY
penyandang,I-QUANTITY
cacat,I-QUANTITY
terlantar,I-QUANTITY
),L-QUANTITY
",",O
sembilan,B-QUANTITY
juta,I-QUANTITY
penduduk,I-QUANTITY
lanjut,I-QUANTITY
usia,L-QUANTITY
di,O
mana,O
dua,B-QUANTITY
juta,I-QUANTITY
di,I-QUANTITY
antaranya,I-QUANTITY
lansia,L-QUANTITY
terlantar,O
.,O
Terdata,O
juga,O
42,B-QUANTITY
titik,I-QUANTITY
konflik,I-QUANTITY
sosial,L-QUANTITY
dan,O
Indonesia,U-LOCATION
berada,O
pada,O
jalur,O
cincin,O
api,O
yang,O
rawan,O
bencana,O
alam,O
tektonik,O
atau,O
vulkanik,O
.,O
"\""",O
HMI,U-ORGANIZATION
bisa,O
menjadi,O
tenaga,O
kesejahteraan,O
sosial,O
masyarakat,O
yang,O
membantu,O
mengatasi,O
PMKS,O
",",O
"\""",O
ujarnya,O
.,O
HMI,U-ORGANIZATION
sebagai,O
himpunan,O
terdiri,O
dari,O
para,O
individu,O
andal,O
yang,O
dapat,O
membuat,O
masterplan,O
",",O
mulai,O
dari,O
perencanaan,O
",",O
pelaksanaan,O
hingga,O
pengawasan,O
.,O
Kemensos,O
segera,O
membuat,O
kerangka,O
kerja,O
sama,O
atau,O
letter,O
of,O
intent,O
(,O
LoI,O
),O
dengan,O
HMI,U-ORGANIZATION
serta,O
komponen,O
mahasiswa,O
lainnya,O
untuk,O
mengatasi,O
sebagian,O
dari,O
permasalahan,O
sosial,O
yang,O
ada,O
.,O
"\""",O
Beragam,O
jurusan,O
yang,O
ditempuh,O
para,O
mahasiswa,O
menjadi,O
sumber,O
mengatasi,O
dan,O
menyelesaikan,O
permasalahan,O
kesejahteraan,O
sosial,O
",",O
"\""",O
terang,O
Mensos,O
.,O
Iran,U-LOCATION
memperkenalkan,O
generasi,O
terbaru,O
rudal,O
kapal,O
jarak,O
pendek,O
dan,O
pesawat,O
tak,O
berawak,O
",",O
Minggu,B-TIME
(,I-TIME
24,I-TIME
/,I-TIME
8,I-TIME
),L-TIME
",",O
saat,O
Presiden,O
Hassan,B-PERSON
Rouhani,L-PERSON
mengatakan,O
doktrin,O
militernya,O
berdasarkan,O
pada,O
menghalau,O
dan,O
menghadapi,O
ancaman,O
dari,O
negara,O
asing,O
.,O
Kantor,O
berita,O
resmi,O
IRNA,O
melaporkan,O
Rudal,O
Ghadir,O
",",O
dengan,O
jangkauan,O
100,B-QUANTITY
kilometer,I-QUANTITY
(,I-QUANTITY
62,I-QUANTITY
mil,I-QUANTITY
),L-QUANTITY
dirancang,O
untuk,O
memusnahkan,O
target,O
di,O
laut,O
.,O
Kantor,O
berita,O
itu,O
tidak,O
menjelaskan,O
tentang,O
jarak,O
yang,O
